"brand","car_type","year","selling_price","km_driven","fuel","seller_type","transmission","owner","mileage","engine","max_power","seats","torque","rpm"
"Maruti","Swift VXi BSIV",2009,2713.9882,71000,"Petrol","Individual","Manual","First Owner",16.1,1200,85,"5",113,4500
"Maruti","Alto K10 LXI",2017,3540,30000,"Petrol","Individual","Manual","First Owner",23.95,1000,67.05,"5",90,3500
"Maruti","Alto LXi",2012,2360,50000,"Petrol","Individual","Manual","Second Owner",19.7,800,46.3,"5",62,3000
"Mercedes-Benz","New C-Class C 220 CDI Elegance AT",2008,8555,80000,"Diesel","Individual","Automatic","Second Owner",14.84,2100,170,"5",400,1400
"Nissan","Micra XV",2011,2773,90000,"Petrol","Individual","Manual","Second Owner",18.06,1200,75,"5",104,4000
"Hyundai","i20 2015-2017 Sportz 1.2",2017,7858.8,13000,"Petrol","Individual","Manual","First Owner",18.6,1200,81.83,"5",114.7,4000
"Maruti","800 AC",2000,767,100000,"Petrol","Individual","Manual","Third Owner",16.1,800,37,"4",59,2500
"Hyundai","Santro Xing XG",2004,1003,80000,"Petrol","Individual","Manual","Third Owner",NA,NA,NA,NA,NA,NA
"Honda","WR-V i-DTEC VX",2018,9841.2,30000,"Diesel","Individual","Manual","First Owner",25.5,1500,98.6,"5",200,1750
"Mahindra","Bolero 2011-2019 SLX",2012,5074,120000,"Diesel","Individual","Manual","First Owner",15.96,2500,62.1,"7",195,1400
"Maruti","Swift Vdi BSIII",2010,4248,120000,"Diesel","Individual","Manual","Second Owner",17.8,1200,75,"5",190,2000
"Hyundai","EON Era Plus",2014,2832,70000,"Petrol","Individual","Manual","First Owner",21.1,800,55.2,"5",74.5,4000
"Maruti","Swift VDI Deca",2016,2478,210000,"Diesel","Individual","Manual","First Owner",25.2,1200,74,"5",190,2000
"Tata","Indigo eCS LE TDI BSIII",2010,1593,148000,"Diesel","Individual","Manual","Second Owner",19.09,1400,69,"5",135,2500
"Mahindra","TUV 300 T6 Plus",2017,8260,54188,"Diesel","Individual","Manual","First Owner",18.49,1500,100,"7",240,1600
"Mahindra","TUV 300 T6 Plus",2017,8850,60000,"Diesel","Individual","Manual","First Owner",18.49,1500,100,"7",240,1600
"Skoda","Rapid 1.6 TDI Elegance",2012,5015,90000,"Diesel","Individual","Manual","First Owner",20.5,1600,103.5,"5",250,1500
"Chevrolet","Beat LT",2011,1770,100000,"Petrol","Individual","Manual","Third Owner",18.6,1200,79.4,"5",108,4400
"Hyundai","EON D Lite Plus",2014,2537,40000,"Petrol","Individual","Manual","First Owner",21.1,800,55.2,"5",74.5,4000
"Datsun","GO T BSIV",2014,2655,35000,"Petrol","Individual","Manual","First Owner",20.63,1200,67,"5",104,4000
"Renault","KWID Climber 1.0 MT",2017,3894,20000,"Petrol","Individual","Manual","First Owner",23.01,1000,67,"5",91,4250
"Maruti","Omni LPG CARGO BSIII W IMMOBILISER",2007,637.2,144000,"LPG","Individual","Manual","Second Owner",10.9,800,32.8,"5",57,2500
"Hyundai","Grand i10 AT Sportz",2014,4413.2,54043,"Petrol","Dealer","Automatic","First Owner",18.9,1200,81.86,"5",113.75,4000
"Hyundai","Verna 1.6 SX CRDI (O) AT",2012,6478.2,66657,"Diesel","Dealer","Automatic","First Owner",22.32,1600,126.32,"5",259.8,1900
"Tata","Indigo CS LS (TDI) BS-III",2016,4602,42000,"Diesel","Individual","Manual","Second Owner",19.09,1400,69.01,"5",135,2500
"Hyundai","i20 Asta Optional with Sunroof 1.2",2013,5380.7882,35582,"Petrol","Dealer","Manual","First Owner",18.5,1200,82.85,"5",113.7,4000
"Volkswagen","Polo GT TSI",2013,5345.4,54327,"Petrol","Dealer","Automatic","Second Owner",17.2,1200,103.6,"5",175,1500
"Volkswagen","Ameo 1.2 MPI Highline",2016,6832.2,7949,"Petrol","Dealer","Manual","First Owner",17,1200,73.75,"5",110,3750
"Hyundai","i10 Sportz 1.2 AT",2010,3044.4,59734,"Petrol","Dealer","Automatic","First Owner",16.95,1200,78.9,"5",111.8,4000
"Honda","City S",2012,5050.4,49185,"Petrol","Dealer","Manual","First Owner",16.8,1500,116.4,"5",146,4800
"Hyundai","i10 Magna",2011,3091.6,56389,"Petrol","Dealer","Manual","First Owner",20.36,1200,78.9,"5",111.7,4000
"Volkswagen","Polo Petrol Highline 1.2L",2013,4590.2,58245,"Petrol","Dealer","Manual","First Owner",16.47,1200,73.9,"5",110,3750
"Nissan","Micra XL Optional",2015,4082.8,36422,"Petrol","Dealer","Manual","First Owner",18.44,1200,75,"5",104,4000
"Honda","Jazz Basic",2011,4000.2,42535,"Petrol","Dealer","Manual","First Owner",16.7,1200,88.8,"5",110,4800
"Hyundai","i10 Sportz AT",2011,3209.6,40736,"Petrol","Dealer","Automatic","First Owner",16.95,1200,78.9,"5",111.8,4000
"Maruti","Swift VXI",2012,4354.2,56246,"Petrol","Dealer","Manual","First Owner",18.6,1200,85.8,"5",114,4000
"Maruti","Swift LXI",2011,3268.6,55403,"Petrol","Dealer","Manual","First Owner",18.6,1200,85.8,"5",114,4000
"Tata","Tigor 1.2 Revotron XZ",2018,6313,30000,"Petrol","Individual","Manual","First Owner",20.3,1200,84,"5",114,3500
"Maruti","Alto K10 VXI",2015,3127,67000,"Petrol","Individual","Manual","First Owner",23.95,1000,67.05,"5",90,3500
"Hyundai","Verna 1.6 VTVT",2013,4720,70000,"Petrol","Individual","Manual","First Owner",17.01,1600,121.3,"5",154.9,4200
"Hyundai","Grand i10 CRDi Asta",2014,5427.9882,90000,"Diesel","Individual","Manual","Second Owner",24,1100,70,"5",160,1500
"Hyundai","Elite i20 Petrol Sportz",2019,7870.6,7500,"Petrol","Individual","Manual","First Owner",18.6,1200,81.86,"5",114.73,4000
"Tata","New Safari DICOR 2.2 EX 4x2",2011,3540,80000,"Diesel","Individual","Manual","Second Owner",11.57,2200,138.1,"7",320,1700
"Tata","Indigo CR4",2012,2713.9882,186000,"Diesel","Individual","Manual","First Owner",23.57,1400,70,"5",140,1800
"Tata","Indica V2 eLS",2016,2360,110000,"Diesel","Individual","Manual","Second Owner",25,1400,69,"5",140,1800
"Ford","Fiesta 1.4 TDCi EXI",2005,1770,120000,"Diesel","Individual","Manual","Third Owner",17.8,1400,68,"5",159.903,2000
"Ford","Fiesta Classic 1.4 Duratorq CLXI",2012,3304,105358,"Diesel","Individual","Manual","Third Owner",17.8,1400,67,"5",160,2000
"Hyundai","i20 Sportz Option 1.2",2014,6962,70000,"Petrol","Individual","Manual","Second Owner",18.6,1200,81.83,"5",114.7,4000
"Hyundai","i10 Era",2010,1675.6,49200,"Petrol","Individual","Manual","Second Owner",19.81,1100,68.05,"5",99.04,4500
"Honda","City i-VTEC VX",2017,10030,40000,"Petrol","Individual","Manual","First Owner",17.4,1500,117.6,"5",145,4600
"Honda","Mobilio V i DTEC",2014,7080,40000,"Diesel","Individual","Manual","Second Owner",24.2,1500,98.6,"7",200,1750
"Mahindra","TUV 300 T8",2017,8260,40000,"Diesel","Individual","Manual","First Owner",18.49,1500,100,"7",240,1600
"Chevrolet","Beat LS",2013,2360,70000,"Petrol","Individual","Manual","First Owner",18.6,1200,79.4,"5",108,4400
"Hyundai","Creta 1.6 CRDi SX",2016,10620,110000,"Diesel","Individual","Manual","First Owner",19.67,1600,126.2,"5",259.9,1900
"Maruti","Alto K10 VXI",2014,2596,100000,"Petrol","Individual","Manual","First Owner",23.95,1000,67.05,"5",90,3500
"Hyundai","Grand i10 1.2 Kappa Sportz AT",2018,7670,10000,"Petrol","Individual","Automatic","Second Owner",18.9,1200,81.86,"5",113.75,4000
"Toyota","Fortuner 2.8 4WD AT BSIV",2017,36580,70000,"Diesel","Individual","Automatic","First Owner",15.04,2800,174.5,"7",450,1600
"Toyota","Innova Crysta 2.4 VX MT 8S BSIV",2016,17700,100600,"Diesel","Individual","Manual","Second Owner",13.68,2400,147.8,"8",343,1400
"BMW","X3 xDrive20d",2012,21240,50000,"Diesel","Individual","Automatic","First Owner",16.09,2000,184,"5",380,1750
"Mahindra","XUV500 W8 4WD",2014,9440,136000,"Diesel","Individual","Manual","First Owner",15.1,2200,140,"7",330,1600
"Mercedes-Benz","GLA Class 200 CDI SPORT",2017,24780,48000,"Diesel","Individual","Automatic","Second Owner",17.9,2100,136,"5",300,1600
"Ford","Fiesta 1.4 ZXi TDCi LE",2010,2950,110000,"Diesel","Individual","Manual","Third Owner",17.8,1400,68,"5",159.903,2000
"Renault","Duster 110PS Diesel RxZ",2012,6490,86000,"Diesel","Individual","Manual","First Owner",19.01,1500,108.45,"5",248,2250
"Maruti","Alto LXi",2009,1475,141000,"Petrol","Individual","Manual","Second Owner",19.7,800,46.3,"5",62,3000
"Honda","City 1.5 S MT",2011,5310,80000,"Petrol","Individual","Manual","Third Owner",17,1500,118,"5",146,4800
"Mahindra","XUV500 W10 2WD",2015,10030,140000,"Diesel","Individual","Manual","First Owner",16,2200,140,"7",330,1600
"Maruti","Swift Dzire ZDI",2014,5427.9882,65000,"Diesel","Individual","Manual","Second Owner",23.4,1200,74,"5",190,2000
"Maruti","Swift Dzire VDI",2014,5132.9882,110000,"Diesel","Individual","Manual","Second Owner",23.4,1200,74,"5",190,2000
"Tata","Indigo LX",2008,1416,100000,"Diesel","Individual","Manual","Second Owner",17,1400,70,"5",132.435,2500
"Maruti","Swift VDI Optional",2015,7080,80000,"Diesel","Individual","Manual","First Owner",25.2,1200,74,"5",190,2000
"Maruti","Wagon R VXI BS IV",2008,1593,90000,"Petrol","Individual","Manual","Second Owner",18.9,1000,67.1,"5",90,3500
"Ford","Figo 1.2P Titanium Plus MT",2016,6490,44000,"Petrol","Individual","Manual","First Owner",18.16,1200,86.8,"5",112,4000
"Maruti","Celerio ZXI",2014,4543,25000,"Petrol","Individual","Manual","First Owner",23.1,1000,67.04,"5",90,3500
"Hyundai","Creta 1.6 VTVT S",2016,9440,25000,"Petrol","Individual","Manual","First Owner",15.29,1600,121.3,"5",151,4850
"Hyundai","i20 2015-2017 Asta Option 1.4 CRDi",2016,9204,35000,"Diesel","Individual","Manual","First Owner",22.54,1400,88.73,"5",219.7,1500
"Maruti","Alto LXi BSIII",2008,1180,195000,"Petrol","Individual","Manual","Second Owner",19.7,800,46.3,"5",62,3000
"Hyundai","i20 2015-2017 Sportz 1.4 CRDi",2017,7670,60000,"Diesel","Individual","Manual","First Owner",22.54,1400,88.73,"5",219.7,1500
"Maruti","800 AC",2004,590,50000,"Petrol","Individual","Manual","First Owner",16.1,800,37,"4",59,2500
"Hyundai","Verna 1.6 VGT CRDi",2012,5015,100000,"Diesel","Individual","Manual","Second Owner",22.32,1600,126.32,"5",259.8,1900
"Fiat","Linea 1.3 Multijet Emotion",2015,5900,70000,"Diesel","Individual","Manual","First Owner",20.4,1200,91.7,"5",209,2000
"Maruti","Swift VDI BSIV",2017,6962,30000,"Diesel","Individual","Manual","First Owner",25.2,1200,74,"5",190,2000
"Maruti","Celerio ZXI",2016,5427.9882,27000,"Petrol","Individual","Manual","First Owner",23.1,1000,67.04,"5",90,3500
"Maruti","Swift ZXI Plus",2020,6820.4,5000,"Petrol","Individual","Manual","First Owner",21.21,1200,81.8,"5",113,4200
"Maruti","Ertiga VDI",2012,6490,110000,"Diesel","Individual","Manual","Second Owner",20.77,1200,88.76,"7",200,1750
"Honda","City Corporate Edition",2013,5487,80000,"Petrol","Individual","Manual","Second Owner",16.8,1500,116.3,"5",146,4800
"Mahindra","Bolero Power Plus ZLX",2018,10502,80000,"Diesel","Individual","Manual","First Owner",16.5,1500,70,"7",195,1400
"Mahindra","Verito 1.5 D6 BSIII",2014,2950,110000,"Diesel","Individual","Manual","First Owner",20.8,1500,65,"5",160,2000
"Maruti","Wagon R AMT VXI",2018,4956,35000,"Petrol","Individual","Automatic","First Owner",20.51,1000,67,"5",90,3500
"Maruti","Swift Dzire VXI 1.2",2017,6490,20000,"Petrol","Individual","Manual","First Owner",21.21,1200,81.8,"5",113,4200
"Maruti","Alto 800 LXI",2018,3186,20000,"Petrol","Individual","Manual","First Owner",24.7,800,47.3,"5",69,3500
"Maruti","Swift Dzire AMT VXI BS IV",2018,8260,7800,"Petrol","Individual","Automatic","First Owner",22,1200,81.8,"5",113,4200
"Maruti","Swift VXI Optional",2017,5900,20000,"Petrol","Individual","Manual","First Owner",20.4,1200,81.8,"5",113,4200
"Tata","Hexa XE",2019,14750,15000,"Diesel","Individual","Manual","First Owner",17.6,2200,147.94,"7",320,1500
"Hyundai","i20 Magna",2013,3776,31377,"Petrol","Individual","Manual","Second Owner",18.5,1200,82.85,"5",113.7,4000
"Maruti","Swift Dzire VDI",2018,8260,50000,"Diesel","Individual","Manual","First Owner",28.4,1200,74.02,"5",190,2000
"Maruti","Wagon R VXI BS IV",2015,3422,60000,"Petrol","Individual","Manual","First Owner",20.51,1000,67.04,"5",90,3500
"Toyota","Corolla Altis 1.8 VL AT",2012,6490,100000,"Petrol","Individual","Automatic","First Owner",14.53,1800,138.1,"5",173,4000
"Honda","Brio S MT",2012,3127,60000,"Petrol","Individual","Manual","First Owner",19.4,1200,86.8,"5",109,4500
"Maruti","Baleno Alpha Automatic",2018,9794,5000,"Petrol","Individual","Automatic","First Owner",21.4,1200,83.1,"5",115,4000
"Tata","Safari Storme EX",2017,9440,60000,"Diesel","Individual","Manual","First Owner",14.1,2200,147.94,"7",320,1500
"Maruti","Alto LXi",2011,1888,25000,"Petrol","Individual","Manual","Second Owner",19.7,800,46.3,"5",62,3000
"Renault","KWID RXT",2018,3953,30000,"Petrol","Individual","Manual","First Owner",25.17,800,53.3,"5",72,4386
"Datsun","GO T BSIV",2017,3882.2,80000,"Petrol","Individual","Manual","Second Owner",20.63,1200,67,"5",104,4000
"Maruti","Vitara Brezza VDi Option",2017,9145,75000,"Diesel","Individual","Manual","First Owner",24.3,1200,88.5,"5",200,1750
"Hyundai","Xcent 1.2 VTVT SX",2020,6183.2,32000,"Petrol","Individual","Manual","First Owner",20.14,1200,81.86,"5",113.75,4000
"Maruti","Alto 800 LXI",2015,2891,40000,"Petrol","Individual","Manual","First Owner",22.74,800,47.3,"5",69,3500
"Hyundai","i20 1.2 Sportz",2012,3245,93000,"Petrol","Individual","Manual","Second Owner",17,1200,80,"5",111.834,4000
"Hyundai","i20 Active 1.4 SX with AVN",2015,7198,50000,"Diesel","Individual","Manual","Second Owner",21.19,1400,88.73,"5",219.66,1500
"Maruti","Swift Dzire VDI",2015,7257,60000,"Diesel","Individual","Manual","First Owner",26.59,1200,74,"5",190,2000
"Maruti","Ertiga ZDI",2014,8071.2,60000,"Diesel","Individual","Manual","Second Owner",20.77,1200,88.8,"7",200,1750
"Maruti","Ertiga ZDI",2014,8024,64000,"Diesel","Individual","Manual","Second Owner",20.77,1200,88.8,"7",200,1750
"Renault","Duster 85PS Diesel RxE",2014,5900,120000,"Diesel","Individual","Manual","First Owner",20.45,1500,83.8,"5",200,1900
"Renault","Duster 85PS Diesel RxE",2014,6136,120000,"Diesel","Individual","Manual","First Owner",20.45,1500,83.8,"5",200,1900
"Toyota","Etios GD SP",2012,4602,140000,"Diesel","Individual","Manual","Second Owner",NA,NA,NA,NA,NA,NA
"Toyota","Etios GD SP",2012,5132.9882,135000,"Diesel","Individual","Manual","Third Owner",NA,NA,NA,NA,NA,NA
"Maruti","Swift VDI BSIV",2010,4130,166000,"Diesel","Individual","Manual","Second Owner",NA,NA,NA,NA,NA,NA
"Ford","Freestyle Trend Diesel BSIV",2018,7965,60000,"Diesel","Individual","Manual","First Owner",24.4,1500,98.63,"5",215,1750
"Mercedes-Benz","New C-Class C 220 CDI BE Avantgare",2011,15930,81500,"Diesel","Individual","Automatic","Second Owner",14.84,2100,167.62,"5",400,1400
"Mercedes-Benz","New C-Class 250 CDI Classic",2011,15930,80000,"Diesel","Individual","Automatic","First Owner",15.8,2100,170,"5",412.02,2000
"Maruti","Swift Dzire VXI 1.2",2019,7965,5000,"Petrol","Individual","Manual","First Owner",21.21,1200,81.8,"5",113,4200
"Ford","Ecosport 1.5 Diesel Titanium",2016,8555,30000,"Diesel","Individual","Manual","First Owner",21.7,1500,98.96,"5",215,1750
"Mahindra","XUV300 W8 Option Diesel BSIV",2019,14160,15000,"Diesel","Individual","Manual","First Owner",20,1500,115,"5",300,1500
"Volkswagen","Polo 2015-2019 1.5 TDI Highline Plus",2018,7670,40000,"Diesel","Dealer","Manual","First Owner",20.14,1500,88,"5",230,1500
"Mahindra","XUV300 W8 Option BSIV",2019,12862,16500,"Petrol","Dealer","Manual","First Owner",17,1200,110,"5",200,2000
"Hyundai","Creta 1.6 CRDi AT SX Plus",2017,12980,67000,"Diesel","Individual","Automatic","First Owner",17.01,1600,126.2,"5",259.9,1900
"Hyundai","i20 1.4 Asta Option",2017,7906,48000,"Diesel","Individual","Manual","First Owner",22.54,1400,88.73,"5",219.7,1500
"Hyundai","i20 1.4 Sportz",2018,9204,35000,"Diesel","Individual","Manual","First Owner",22.54,1400,88.73,"5",219.7,1500
"Maruti","Ciaz 1.3 Alpha",2017,8496,60000,"Diesel","Individual","Manual","First Owner",28.09,1200,88.5,"5",200,1750
"Maruti","Swift VXI BSIV",2018,7198,52000,"Petrol","Dealer","Manual","First Owner",22,1200,81.8,"5",113,4200
"Volkswagen","Ameo 1.5 TDI Highline 16 Alloy",2017,7080,29000,"Diesel","Individual","Manual","First Owner",22,1500,108.495,"5",250,1500
"Renault","Duster 85PS Diesel RxL",2016,6313,50000,"Diesel","Individual","Manual","First Owner",19.87,1500,83.8,"5",200,1750
"Hyundai","i10 Magna",2009,1675.6,110000,"Petrol","Individual","Manual","First Owner",20.36,1200,78.9,"5",111.7,4000
"Maruti","Baleno Sigma 1.2",2017,6077,23000,"Petrol","Individual","Manual","First Owner",21.4,1200,83.1,"5",115,4000
"Datsun","GO T Option BSIV",2016,3953,40000,"Petrol","Dealer","Manual","First Owner",20.63,1200,67,"5",104,4000
"Hyundai","Creta 1.4 CRDi Base",2017,11292.6,60000,"Diesel","Individual","Manual","First Owner",21.38,1400,88.7,"5",219.7,1500
"Maruti","Swift Dzire VDI",2017,7139,127000,"Diesel","Individual","Manual","First Owner",28.4,1200,74.02,"5",190,2000
"Tata","Manza Club Class Quadrajet90 EX",2013,3728.8,140000,"Diesel","Individual","Manual","First Owner",21.02,1200,88.76,"5",200,1750
"Renault","Triber RXZ BSIV",2019,7965,5000,"Petrol","Individual","Manual","First Owner",20,1000,72,"7",96,3500
"Maruti","Swift Dzire VDI",2015,6136,70000,"Diesel","Individual","Manual","First Owner",26.59,1200,74,"5",190,2000
"Maruti","Swift Dzire Vdi BSIV",2011,3127,60000,"Diesel","Individual","Manual","First Owner",19.3,1200,73.9,"5",190,2000
"Volkswagen","Polo 1.2 MPI Comfortline",2016,4661,40000,"Petrol","Individual","Manual","Second Owner",16.2,1200,74,"5",110,3000
"Volkswagen","Polo 1.2 MPI Comfortline",2016,4543,40000,"Petrol","Individual","Manual","Second Owner",16.2,1200,74,"5",110,3000
"Maruti","Wagon R LXI Minor",2009,1675.6,70000,"Petrol","Individual","Manual","Second Owner",18.9,1100,67,"5",84,3500
"Hyundai","i10 Era",2009,1888,35000,"Petrol","Individual","Manual","First Owner",19.81,1100,68.05,"5",99.04,4500
"Tata","Indigo CS LX (TDI) BS III",2012,2124,50000,"Diesel","Individual","Manual","Third Owner",19.09,1400,69,"5",135,2500
"Honda","City V MT",2013,5664,42462,"Petrol","Dealer","Manual","First Owner",16.8,1500,116.3,"5",146,4800
"Maruti","Swift VDI BSIV",2015,5546,54723,"Diesel","Dealer","Manual","First Owner",25.2,1200,74,"5",190,2000
"Maruti","Ignis 1.2 Delta BSIV",2018,5664,20375,"Petrol","Dealer","Manual","First Owner",20.89,1200,81.8,"5",113,4200
"Maruti","Swift ZDI Plus",2013,5310,43978,"Diesel","Dealer","Manual","Second Owner",28.4,1200,74,"5",190,2000
"Maruti","Swift Dzire Tour LDI",2017,6136,28832,"Diesel","Dealer","Manual","First Owner",23.4,1200,74,"5",190,2000
"Ford","Figo Titanium Blu",2019,8260,3177,"Petrol","Dealer","Manual","First Owner",18.5,1200,94.93,"5",119,4250
"Hyundai","Grand i10 Magna",2015,4720,39414,"Petrol","Dealer","Manual","First Owner",18.9,1200,81.86,"5",113.75,4000
"Tata","Indica V2 GLX BSIII",2012,2360,30078,"Petrol","Dealer","Manual","First Owner",15.3,1400,70,"5",121.644,2600
"Hyundai","EON Magna Plus Option",2012,2950,44588,"Petrol","Dealer","Manual","First Owner",21.1,800,55.2,"5",74.5,4000
"Maruti","Celerio ZXI",2015,4720,49907,"Petrol","Dealer","Manual","First Owner",21.63,1000,67.04,"5",90,3500
"Maruti","Swift VXI",2013,4377.8,67082,"Petrol","Dealer","Manual","Second Owner",21.21,1200,81.8,"5",113,4200
"Hyundai","Grand i10 Asta Option",2016,5310,40000,"Petrol","Individual","Manual","First Owner",18.9,1200,82,"5",114,4000
"Ford","EcoSport 1.5 Diesel Titanium BSIV",2016,6726,112879,"Diesel","Dealer","Manual","Second Owner",23,1500,98.96,"5",205,1750
"Honda","Brio S MT",2013,3540,80000,"Petrol","Individual","Manual","Second Owner",19.4,1200,86.8,"5",109,4500
"Hyundai","i20 1.2 Asta",2017,7316,25000,"Petrol","Individual","Manual","First Owner",18.6,1200,81.83,"5",114.7,4000
"Honda","City i-VTEC V",2018,11198.2,10200,"Petrol","Individual","Manual","First Owner",17.4,1500,117.6,"5",145,4600
"Mahindra","Bolero 2011-2019 mHAWK D70 ZLX",2018,8850,60000,"Diesel","Individual","Manual","First Owner",16.5,1500,70,"7",195,1400
"Maruti","Celerio VXI",2017,4130,20000,"Petrol","Individual","Manual","Second Owner",23.1,1000,67.04,"5",90,3500
"Mahindra","XUV500 W10 2WD",2017,14750,60000,"Diesel","Individual","Manual","First Owner",16,2200,140,"7",330,1600
"Renault","KWID 1.0",2016,3186,30000,"Petrol","Individual","Manual","Third Owner",23.01,1000,67,"5",91,4250
"Hyundai","EON Magna Plus",2013,2773,40000,"Petrol","Individual","Manual","Second Owner",21.1,800,55.2,"5",74.5,4000
"Maruti","Swift VXI Optional",2016,5900,60000,"Petrol","Individual","Manual","First Owner",20.4,1200,81.8,"5",113,4200
"Maruti","Alto LXi",2012,2596,111000,"Petrol","Individual","Manual","First Owner",19.7,800,46.3,"5",62,3000
"Maruti","Swift Dzire LDIX Limited Edition",2014,4484,70000,"Diesel","Individual","Manual","Second Owner",23.4,1200,74,"5",190,2000
"Maruti","Alto K10 2010-2014 VXI",2010,1888,100000,"Petrol","Individual","Manual","Third Owner",20.92,1000,67.1,"5",90,3500
"Maruti","Alto K10 2010-2014 VXI",2010,1888,100000,"Petrol","Individual","Manual","Third Owner",20.92,1000,67.1,"5",90,3500
"Hyundai","EON 1.0 Era Plus",2017,4000.2,25000,"Petrol","Individual","Manual","First Owner",20.3,1000,68.05,"5",94.14,3500
"Ford","Fiesta Classic 1.6 Duratec CLXI",2011,2713.9882,100000,"Petrol","Individual","Manual","First Owner",15.3,1600,99.6,"5",146,3400
"Mahindra","KUV 100 mFALCON D75 K2 Plus",2016,4720,35000,"Diesel","Individual","Manual","First Owner",25.32,1200,77,"6",190,1750
"Hyundai","Xcent 1.2 CRDi E Plus",2018,5546,25000,"Diesel","Individual","Manual","First Owner",25.4,1200,73.97,"5",190.24,1750
"Maruti","800 Std",2003,531,58000,"Petrol","Individual","Manual","First Owner",16.1,800,37,"4",59,2500
"Ford","Aspire Titanium BSIV",2019,6785,20000,"Petrol","Individual","Manual","First Owner",19.4,1200,94.93,"5",120,4250
"Datsun","RediGO SV 1.0",2019,3835,1300,"Petrol","Individual","Manual","First Owner",22.5,1000,67,"5",91,4250
"Maruti","800 AC",1997,590,120000,"Petrol","Individual","Manual","Second Owner",16.1,800,37,"4",59,2500
"Maruti","Wagon R VXI BS IV",2014,4130,15000,"Petrol","Individual","Manual","First Owner",20.51,1000,67.04,"5",90,3500
"Jaguar","XE 2016-2019 2.0L Diesel Prestige",2017,31989.8,9000,"Diesel","Dealer","Automatic","First Owner",13.6,2000,177,"5",430,1750
"Lexus","ES 300h",2019,60770,20000,"Petrol","Dealer","Automatic","First Owner",22.37,2500,214.56,"5",202,3600
"Jaguar","XF 2.0 Diesel Portfolio",2017,37760,45000,"Diesel","Dealer","Automatic","First Owner",19.33,2000,177,"5",430,1750
"Tata","Safari Storme EX",2015,5935.4,110000,"Diesel","Individual","Manual","First Owner",14.1,2200,147.94,"7",320,1500
"Volvo","XC40 D4 Inscription BSIV",2019,44840,20000,"Diesel","Individual","Automatic","First Owner",18,2000,190,"5",400,NA
"Toyota","Camry 2.5 Hybrid",2016,23600,68089,"Petrol","Trustmark Dealer","Automatic","First Owner",19.16,2500,157.7,"5",213,4500
"Maruti","Wagon R LXI",2013,2655,58343,"Petrol","Trustmark Dealer","Manual","First Owner",21.79,1000,67.05,"5",90,3500
"Maruti","Baleno Alpha 1.3",2018,8732,38817,"Diesel","Dealer","Manual","First Owner",27.39,1200,74,"5",190,2000
"Honda","Jazz VX",2016,6490,56494,"Petrol","Trustmark Dealer","Manual","First Owner",18.2,1200,88.7,"5",110,4800
"Toyota","Innova 2.5 VX (Diesel) 7 Seater",2013,8850,79328,"Diesel","Trustmark Dealer","Manual","Second Owner",12.99,2500,100.6,"7",200,1200
"Maruti","Swift AMT VVT VXI",2019,7670,5621,"Petrol","Trustmark Dealer","Automatic","First Owner",22,1200,81.8,"5",113,4200
"Toyota","Etios VX",2017,7375,25538,"Petrol","Trustmark Dealer","Manual","First Owner",16.78,1500,88.73,"5",132,3000
"Maruti","Swift AMT ZXI",2018,7080,69779,"Petrol","Dealer","Automatic","First Owner",22,1200,81.8,"5",113,4200
"Hyundai","Grand i10 1.2 CRDi Sportz",2017,5310,56290,"Diesel","Dealer","Manual","First Owner",24,1200,73.97,"5",190.24,1750
"BMW","X4 M Sport X xDrive20d",2019,63720,7500,"Diesel","Dealer","Automatic","First Owner",16.78,2000,190,"5",400,1750
"BMW","X4 M Sport X xDrive20d",2019,64900,8500,"Diesel","Dealer","Automatic","First Owner",16.78,2000,190,"5",400,1750
"Honda","Amaze V CVT Petrol BSIV",2019,9192.2,7032,"Petrol","Trustmark Dealer","Automatic","First Owner",19,1200,88.76,"5",110,4800
"Skoda","Rapid 1.6 MPI AT Elegance",2016,7611,11000,"Petrol","Dealer","Automatic","First Owner",14.3,1600,103.5,"5",153,3800
"Volvo","V40 D3 R-Design",2018,29205,2000,"Diesel","Dealer","Automatic","First Owner",16.8,2000,150,"5",350,1500
"Renault","KWID RXT Optional",2016,3540,25000,"Petrol","Individual","Manual","First Owner",25.17,800,53.3,"5",72,4386
"Nissan","Terrano XL 110 PS",2014,6372,150000,"Diesel","Individual","Manual","First Owner",19.01,1500,108.5,"5",248,2250
"Maruti","Celerio ZXI Optional MT BSIV",2018,6844,10000,"Petrol","Individual","Manual","First Owner",23.1,1000,67.04,"5",90,3500
"Hyundai","Creta 1.6 CRDi SX Option",2015,11800,70000,"Diesel","Individual","Manual","First Owner",19.67,1600,126.2,"5",259.9,1900
"Tata","Zest Quadrajet 1.3 75PS XM",2017,5427.9882,80000,"Diesel","Individual","Manual","First Owner",22.95,1200,74,"5",190,1750
"Maruti","Swift VDI BSIV",2015,7493,50000,"Diesel","Individual","Manual","First Owner",25.2,1200,74,"5",190,2000
"Hyundai","Verna 1.6 SX",2014,7670,83000,"Diesel","Individual","Manual","Third Owner",22.32,1600,126.32,"5",259.8,1900
"Maruti","Swift Dzire VDI",2013,6195,116000,"Diesel","Individual","Manual","Second Owner",23.4,1200,74,"5",190,2000
"Fiat","Grande Punto EVO 1.2 Dynamic",2015,4130,60000,"Petrol","Individual","Manual","Third Owner",15.8,1200,67.1,"5",96,2500
